Date, Filename, Original, Optimized
6/19/2014 6:44:40 PM, Scripts/_references.js, 197, 0
6/19/2014 6:44:40 PM, Scripts/respond.js, 10318, 3542
6/19/2014 6:44:40 PM, Scripts/modernizr-2.6.2.js, 51458, 11000
6/19/2014 6:44:40 PM, Scripts/jquery.validate.unobtrusive.js, 18278, 4770
6/19/2014 6:44:41 PM, Scripts/jquery.validate.js, 39741, 20866
6/19/2014 6:44:41 PM, Scripts/jquery-1.10.2.js, 273990, 93394
6/19/2014 6:44:41 PM, Scripts/bootstrap.js, 59250, 27559
6/19/2014 6:44:41 PM, Content/Site.css, 329, 131
6/19/2014 6:44:41 PM, Content/bootstrap.css, 120502, 96344
